train_no,train_name,source_code,source_name,destination_code,destination_name,class,days_before_journey,weekday,month,punctuality_rate,avg_waitlist,confirmation_chance
17031,Bangalore City-Ranchi Intercity Express,SBC,Bangalore City,RNC,Ranchi,3A,0,2,3,68.22,31,90.22%
65576,Kokrajhar-Bhubaneswar Superfast Express,KOJ,Kokrajhar,BBS,Bhubaneswar,2A,96,2,12,77.43,183,42.14%
78332,Agartala-Firozpur Cantt Intercity Express,AGTL,Agartala,FZR,Firozpur Cantt,1A,73,6,3,75.21,492,5%
91161,Amritsar-Rourkela Superfast Express,ASR,Amritsar,ROU,Rourkela,2A,10,1,9,66.14,368,39.02%
45804,Puri-Lucknow Jn Express,PURI,Puri,LJN,Lucknow Jn,SL,86,2,12,64.91,121,49.79%
43444,Hazrat Nizamuddin-Agartala Mail Express,NZM,Hazrat Nizamuddin,AGTL,Agartala,2A,54,6,3,91.63,307,35.58%
11374,Jammu Tawi-Patna Jn Mail Express,JAT,Jammu Tawi,PNBE,Patna Jn,2S,94,2,11,81.65,36,64.55%
45737,Hyderabad Deccan-Kanyakumari Express,HYB,Hyderabad Deccan,CAPE,Kanyakumari,CC,103,1,9,72.53,128,47.66%
63258,Jammu Tawi-Agartala Superfast Express,JAT,Jammu Tawi,AGTL,Agartala,SL,98,1,1,84.86,258,22.84%
41425,Kanpur Central-Shoranur Jn Express,CNB,Kanpur Central,SRR,Shoranur Jn,1A,27,5,5,67.41,420,16.89%
11168,Lucknow Jn-Dimapur Mail Express,LJN,Lucknow Jn,DMV,Dimapur,3A,7,6,6,94.01,155,74.02%
98694,Lumding Jn-Amritsar Intercity Express,LMG,Lumding Jn,ASR,Amritsar,CC,119,1,10,66.94,330,5%
86099,New Tinsukia-Chennai Central Superfast Express,NTSK,New Tinsukia,MAS,Chennai Central,CC,100,4,12,63.53,225,27.72%
42077,Gaya Jn-Haridwar Express,GAYA,Gaya Jn,HW,Haridwar,2S,4,5,5,67.93,212,66.81%
82609,Kanyakumari-Kharagpur Jn Intercity Express,CAPE,Kanyakumari,KGP,Kharagpur Jn,2S,116,2,12,90.61,340,5%
70585,Shalimar-Gaya Jn Mail Express,SHM,Shalimar,GAYA,Gaya Jn,CC,17,4,6,72.68,238,57.07%
19217,Mariani Jn-Ernakulam Jn Mail Express,MXN,Mariani Jn,ERS,Ernakulam Jn,CC,0,0,9,66.91,33,94.86%
21151,Sealdah-Puri Intercity Express,SDAH,Sealdah,PURI,Puri,SL,50,4,5,67.37,473,8.28%
33153,Thiruvananthapuram Central-Cuttack Mail Express,TVC,Thiruvananthapuram Central,CTC,Cuttack,3A,80,6,11,60.65,89,57.23%
61270,Hyderabad Deccan-Pune Superfast Express,HYB,Hyderabad Deccan,PUNE,Pune,CC,99,2,8,91.18,376,5%
47598,Cuttack-Jabalpur Express,CTC,Cuttack,JBP,Jabalpur,2S,56,3,1,89.76,388,16.48%
48616,Visakhapatnam-Raxaul Intercity Express,VSKP,Visakhapatnam,RXL,Raxaul,SL,16,0,8,96.53,475,20.35%
88363,Kolkata-Chennai Egmore Intercity Express,KOAA,Kolkata,MS,Chennai Egmore,2A,102,0,2,91.01,30,57.68%
57052,Howrah Mail,HWH,Howrah,CSMT,Chhatrapati Shivaji Maharaj Terminus,2S,103,4,8,65.95,170,35.11%
95638,Hyderabad Deccan-Lumding Jn Mail Express,HYB,Hyderabad Deccan,LMG,Lumding Jn,2A,1,1,10,68.31,10,97.97%
48499,Agartala-Bangalore City Intercity Express,AGTL,Agartala,SBC,Bangalore City,CC,69,2,10,65.29,483,5%
56545,Sealdah-Delhi Sarai Rohilla Express,SDAH,Sealdah,DEE,Delhi Sarai Rohilla,2A,65,0,9,70.74,114,56.26%
99389,Mysuru-Coimbatore Mail Express,MYS,Mysuru,CBE,Coimbatore,2A,25,3,12,68.69,206,60.56%
37165,Lucknow Jn-Dimapur Express,LJN,Lucknow Jn,DMV,Dimapur,1A,32,0,4,74.47,147,60.1%
67870,Kochuveli-Chennai Central Express,KCVL,Kochuveli,MAS,Chennai Central,SL,20,2,7,75.94,371,30.06%
82339,Kokrajhar-Mumbai Central Superfast Express,KOJ,Kokrajhar,BCT,Mumbai Central,2S,81,6,3,93.54,316,23.11%
46509,Tejas Express 7,JAT,Jammu Tawi,GHY,Guwahati,2A,80,6,3,90.93,12,75.47%
46271,Shalimar-Bandra Terminus Superfast Express,SHM,Shalimar,BDTS,Bandra Terminus,3A,115,3,12,81.15,258,17.05%
32553,Lucknow-Yesvantpur Superfast Express,LKO,Lucknow,YPR,Yesvantpur,2S,113,2,5,89.27,350,6.07%
19816,Vijayawada-Haridwar Mail Express,BZA,Vijayawada,HW,Haridwar,SL,59,3,3,66.4,256,33.19%
69989,Tirupati-Bikaner Mail Express,TPTY,Tirupati,BKN,Bikaner,SL,44,2,6,66.04,167,57.93%
16440,Bangalore City-Vasco-da-Gama Express,SBC,Bangalore City,VSG,Vasco-da-Gama,3A,52,4,5,79.2,452,5%
69575,Coimbatore-Shoranur Jn Intercity Express,CBE,Coimbatore,SRR,Shoranur Jn,1A,80,4,10,66.56,493,5%
10348,Coimbatore-New Jalpaiguri Intercity Express,CBE,Coimbatore,NJP,New Jalpaiguri,2A,51,1,3,89.13,118,63.99%
80703,Darbhanga-Howrah Intercity Express,DBG,Darbhanga,HWH,Howrah,CC,38,1,7,63.65,33,83.67%
47151,New Tinsukia-Ernakulam Jn Superfast Express,NTSK,New Tinsukia,ERS,Ernakulam Jn,2A,69,2,4,91.29,238,40.97%
53769,Kanpur Central-Jabalpur Superfast Express,CNB,Kanpur Central,JBP,Jabalpur,2A,0,2,1,70.78,227,59.28%
55158,New Jalpaiguri-Darbhanga Mail Express,NJP,New Jalpaiguri,DBG,Darbhanga,1A,92,1,7,60.64,458,5%
49203,Jorhat Town-Tirupati Mail Express,JRH,Jorhat Town,TPTY,Tirupati,1A,91,4,10,64.95,265,25.27%
82561,Kharagpur Jn-Bikaner Superfast Express,KGP,Kharagpur Jn,BKN,Bikaner,CC,2,4,7,83.26,329,44.01%
43768,Ranchi-Rourkela Intercity Express,RNC,Ranchi,ROU,Rourkela,SL,55,1,7,69.78,484,5%
28364,Dimapur-Guwahati Mail Express,DMV,Dimapur,GHY,Guwahati,3A,89,5,7,87.29,40,62.73%
57052,Howrah Mail,HWH,Howrah,CSMT,Chhatrapati Shivaji Maharaj Terminus,SL,74,1,8,70.13,345,15.02%
59171,Coimbatore-Shalimar Intercity Express,CBE,Coimbatore,SHM,Shalimar,1A,59,4,12,75.5,343,20.72%
85748,Coimbatore-Mysuru Express,CBE,Coimbatore,MYS,Mysuru,2S,45,6,3,77.5,319,36.34%
46046,New Bongaigaon-Howrah Superfast Express,NBQ,New Bongaigaon,HWH,Howrah,1A,13,4,4,83.12,476,14.22%
76368,Kokrajhar-Darbhanga Intercity Express,KOJ,Kokrajhar,DBG,Darbhanga,3A,61,3,8,85.47,195,43.97%
96611,Bangalore City-Jorhat Town Intercity Express,SBC,Bangalore City,JRH,Jorhat Town,SL,33,5,5,68.12,291,44.07%
95969,Bikaner-Kolkata Intercity Express,BKN,Bikaner,KOAA,Kolkata,3A,70,0,11,70.24,108,58.66%
50876,Pune-Shalimar Express,PUNE,Pune,SHM,Shalimar,2A,112,4,10,91.67,494,5%
71483,Gaya Jn-Firozpur Cantt Express,GAYA,Gaya Jn,FZR,Firozpur Cantt,3A,32,5,4,72.94,244,45.23%
98012,Delhi Sarai Rohilla-Ranchi Mail Express,DEE,Delhi Sarai Rohilla,RNC,Ranchi,2A,81,0,9,95.66,83,61.51%
12757,Sampark Kranti Express 1,HWH,Howrah,BZA,Vijayawada,2A,113,0,11,95.91,11,61.93%
33794,Dibrugarh Town-Kharagpur Jn Superfast Express,DBRT,Dibrugarh Town,KGP,Kharagpur Jn,2S,33,1,4,89.22,438,12.42%
35674,Chennai Egmore-Ajmer Jn Superfast Express,MS,Chennai Egmore,AII,Ajmer Jn,2S,83,1,2,65.35,81,58.05%
47104,Raxaul-New Jalpaiguri Mail Express,RXL,Raxaul,NJP,New Jalpaiguri,CC,1,2,2,64.16,333,39.17%
63383,Rangiya Jn-Dibrugarh Intercity Express,RNY,Rangiya Jn,DBRG,Dibrugarh,2A,10,1,11,93.17,372,33.19%
85832,Chennai Egmore-Firozpur Cantt Superfast Express,MS,Chennai Egmore,FZR,Firozpur Cantt,CC,92,1,11,92.92,470,5%
45187,Kochuveli-Cuttack Express,KCVL,Kochuveli,CTC,Cuttack,3A,93,1,11,68.33,471,5%
13597,Chennai Central-Agartala Intercity Express,MAS,Chennai Central,AGTL,Agartala,2A,79,4,5,99.86,228,37.97%
44548,Lucknow-Jammu Tawi Express,LKO,Lucknow,JAT,Jammu Tawi,2A,99,3,4,85.13,480,5%
50189,Bhopal-New Delhi Superfast Express,BPL,Bhopal,NDLS,New Delhi,SL,30,5,10,72.93,79,77.27%
41985,Bangalore City-Cuttack Intercity Express,SBC,Bangalore City,CTC,Cuttack,2S,0,5,8,64.65,280,51.32%
32833,Amritsar-Tirupati Intercity Express,ASR,Amritsar,TPTY,Tirupati,1A,73,2,3,87.97,27,69.82%
63307,Visakhapatnam-Gaya Jn Express,VSKP,Visakhapatnam,GAYA,Gaya Jn,CC,43,3,3,78.2,10,81.93%
89730,New Jalpaiguri-Silchar Intercity Express,NJP,New Jalpaiguri,SCL,Silchar,CC,49,5,9,65.17,249,41.42%
60012,Hyderabad Deccan-Hazrat Nizamuddin Mail Express,HYB,Hyderabad Deccan,NZM,Hazrat Nizamuddin,3A,90,6,12,62.23,376,7.84%
32099,Haridwar-Yesvantpur Superfast Express,HW,Haridwar,YPR,Yesvantpur,CC,55,1,12,62.93,243,39.51%
57259,Dibrugarh-Sealdah Mail Express,DBRG,Dibrugarh,SDAH,Sealdah,3A,75,2,8,80.14,481,5%
99765,Kharagpur Jn-Darbhanga Express,KGP,Kharagpur Jn,DBG,Darbhanga,3A,41,3,2,90.6,150,57.06%
79792,Ajmer Jn-Kochuveli Mail Express,AII,Ajmer Jn,KCVL,Kochuveli,2S,87,4,8,90.02,26,66.19%
91924,Shoranur Jn-Pune Superfast Express,SRR,Shoranur Jn,PUNE,Pune,2A,82,5,10,83.55,403,7.74%
34605,Patna Jn-Bandra Terminus Intercity Express,PNBE,Patna Jn,BDTS,Bandra Terminus,3A,51,2,8,60.28,105,69.73%
17331,Bhopal Humsafar Express,BPL,Bhopal,SC,Secunderabad,SL,14,2,1,62.7,245,49.54%
94029,Madurai-Shalimar Mail Express,MDU,Madurai,SHM,Shalimar,CC,59,1,2,95.5,165,54.51%
88365,Jammu Tawi-Delhi Jn Intercity Express,JAT,Jammu Tawi,DLI,Delhi Jn,1A,97,6,9,94.08,429,5%
30653,Guwahati-Cuttack Mail Express,GHY,Guwahati,CTC,Cuttack,SL,17,0,10,63.41,468,16.17%
46516,Bhubaneswar-Secunderabad Superfast Express,BBS,Bhubaneswar,SC,Secunderabad,2A,19,5,1,72.43,352,37.16%
60246,Patna Jn-Jammu Tawi Superfast Express,PNBE,Patna Jn,JAT,Jammu Tawi,1A,109,2,7,65.61,250,18.31%
21507,Vijayawada-Lucknow Jn Superfast Express,BZA,Vijayawada,LJN,Lucknow Jn,1A,114,6,6,69.95,262,14.24%
75311,Dehradun-Shoranur Jn Express,DDN,Dehradun,SRR,Shoranur Jn,SL,8,6,7,90.64,304,50.26%
87822,New Tinsukia-Kharagpur Jn Superfast Express,NTSK,New Tinsukia,KGP,Kharagpur Jn,2S,100,6,5,63.33,137,46.85%
13469,Cuttack-Lumding Jn Mail Express,CTC,Cuttack,LMG,Lumding Jn,2S,32,5,2,78.01,290,43.31%
36855,Kharagpur Jn-Delhi Jn Mail Express,KGP,Kharagpur Jn,DLI,Delhi Jn,SL,37,2,3,69.95,278,44.24%
35978,Dehradun-Chennai Egmore Mail Express,DDN,Dehradun,MS,Chennai Egmore,2A,29,1,1,69.7,183,56.72%
97653,Chennai Egmore-Hazrat Nizamuddin Express,MS,Chennai Egmore,NZM,Hazrat Nizamuddin,2S,34,4,9,92.74,377,23.84%
61857,Alipurduar Jn-Raxaul Mail Express,APDJ,Alipurduar Jn,RXL,Raxaul,SL,50,4,3,84.62,133,59.95%
56405,Bhopal-Visakhapatnam Mail Express,BPL,Bhopal,VSKP,Visakhapatnam,2S,102,6,3,65.11,321,15.81%
75842,New Bongaigaon-Kochuveli Mail Express,NBQ,New Bongaigaon,KCVL,Kochuveli,2A,7,1,3,80.13,68,88.4%
37665,New Delhi-Darbhanga Express,NDLS,New Delhi,DBG,Darbhanga,3A,43,4,2,67.73,121,64.76%
89915,Patna Jn-Bhopal Superfast Express,PNBE,Patna Jn,BPL,Bhopal,2A,73,6,3,80.89,149,50.31%
63855,Hazrat Nizamuddin-Thiruvananthapuram Central Express,NZM,Hazrat Nizamuddin,TVC,Thiruvananthapuram Central,CC,99,1,5,82.79,242,30.07%
69231,Yesvantpur-New Tinsukia Express,YPR,Yesvantpur,NTSK,New Tinsukia,1A,39,2,9,61.55,23,84.39%
50282,Kharagpur Jn-New Delhi Express,KGP,Kharagpur Jn,NDLS,New Delhi,3A,70,0,8,78.17,309,30.13%
81991,Amritsar-Vijayawada Express,ASR,Amritsar,BZA,Vijayawada,SL,14,5,6,71.03,4,97.81%
68554,Chennai Central-Delhi Jn Superfast Express,MAS,Chennai Central,DLI,Delhi Jn,2S,103,5,3,95.33,217,34.42%
11389,Mumbai Central-Puri Intercity Express,MMCT,Mumbai Central,PURI,Puri,1A,103,0,7,62.91,186,36.62%
19751,Yesvantpur-Vijayawada Mail Express,YPR,Yesvantpur,BZA,Vijayawada,1A,113,1,3,79.05,148,36.14%
28672,Kharagpur Jn-Bikaner Express,KGP,Kharagpur Jn,BKN,Bikaner,SL,3,6,8,70.2,370,34.3%
48489,Coimbatore-Agartala Intercity Express,CBE,Coimbatore,AGTL,Agartala,CC,53,4,8,98.99,216,48.1%
58959,Mumbai Central-Kharagpur Jn Superfast Express,BCT,Mumbai Central,KGP,Kharagpur Jn,2S,31,0,1,80.02,211,49.72%
53934,Hazrat Nizamuddin-Darbhanga Superfast Express,NZM,Hazrat Nizamuddin,DBG,Darbhanga,CC,3,2,10,75.79,350,42.21%
67979,Dehradun-Dibrugarh Town Express,DDN,Dehradun,DBRT,Dibrugarh Town,CC,91,0,2,76.71,486,5%
11424,Gaya Jn-Jorhat Town Superfast Express,GAYA,Gaya Jn,JRH,Jorhat Town,2S,12,2,8,87.55,427,24.09%
43442,Raxaul-New Jalpaiguri Express,RXL,Raxaul,NJP,New Jalpaiguri,3A,57,3,12,73.82,447,5%
68183,Haridwar-Jammu Tawi Superfast Express,HW,Haridwar,JAT,Jammu Tawi,2S,55,1,1,63.0,35,76.19%
60002,Ranchi-Kanpur Central Express,RNC,Ranchi,CNB,Kanpur Central,3A,8,5,4,74.9,473,22.2%
81368,New Bongaigaon-Puri Intercity Express,NBQ,New Bongaigaon,PURI,Puri,1A,0,5,1,63.3,179,66.2%
61299,Mariani Jn-Chhatrapati Shivaji Maharaj Terminus Express,MXN,Mariani Jn,CSMT,Chhatrapati Shivaji Maharaj Terminus,CC,99,5,11,94.92,401,5%
86486,Firozpur Cantt-Bangalore City Superfast Express,FZR,Firozpur Cantt,SBC,Bangalore City,1A,0,1,4,91.07,248,62.33%
89276,Sealdah-Pune Superfast Express,SDAH,Sealdah,PUNE,Pune,3A,68,3,11,97.11,98,59.42%
66034,Alipurduar Jn-Howrah Mail Express,APDJ,Alipurduar Jn,HWH,Howrah,SL,103,5,11,63.8,444,5%
19225,Bangalore City-Dehradun Express,SBC,Bangalore City,DDN,Dehradun,1A,67,4,1,69.28,284,25.82%
45073,Alipurduar Jn-Bhopal Express,APDJ,Alipurduar Jn,BPL,Bhopal,1A,108,3,6,84.09,498,5%
99751,Coimbatore-Hyderabad Deccan Mail Express,CBE,Coimbatore,HYB,Hyderabad Deccan,2S,6,1,1,99.91,335,44.64%
37775,Mariani Jn-Dibrugarh Town Express,MXN,Mariani Jn,DBRT,Dibrugarh Town,3A,48,2,5,67.18,315,30.67%
68385,Firozpur Cantt-Bhubaneswar Mail Express,FZR,Firozpur Cantt,BBS,Bhubaneswar,CC,62,4,4,74.34,484,5%
80463,Tirupati-Mumbai Central Mail Express,TPTY,Tirupati,MMCT,Mumbai Central,1A,106,4,4,98.99,366,5%
81669,Ernakulam Jn-Hazrat Nizamuddin Mail Express,ERS,Ernakulam Jn,NZM,Hazrat Nizamuddin,2S,112,2,3,79.46,457,5%
76793,Tirupati-Ajmer Jn Intercity Express,TPTY,Tirupati,AII,Ajmer Jn,CC,98,2,1,95.44,35,58.17%
59063,Gaya Jn-New Jalpaiguri Mail Express,GAYA,Gaya Jn,NJP,New Jalpaiguri,2S,102,3,12,91.5,362,5%
85886,Ernakulam Jn-Jorhat Town Mail Express,ERS,Ernakulam Jn,JRH,Jorhat Town,SL,74,3,11,95.59,475,5%
16930,Rangiya Jn-Visakhapatnam Mail Express,RNY,Rangiya Jn,VSKP,Visakhapatnam,2A,32,3,6,87.79,134,66.05%
16930,Rangiya Jn-Visakhapatnam Mail Express,RNY,Rangiya Jn,VSKP,Visakhapatnam,2A,23,1,7,88.27,254,53.74%
95140,Alipurduar Jn-Chhatrapati Shivaji Maharaj Terminus Mail Express,APDJ,Alipurduar Jn,CSMT,Chhatrapati Shivaji Maharaj Terminus,3A,29,4,10,76.53,360,26.76%
96200,Puri-Firozpur Cantt Express,PURI,Puri,FZR,Firozpur Cantt,2S,110,1,9,99.1,311,13.29%
98071,Haridwar-Chhatrapati Shivaji Maharaj Terminus Superfast Express,HW,Haridwar,CSMT,Chhatrapati Shivaji Maharaj Terminus,CC,4,2,12,97.01,137,80.01%
75860,Jammu Tawi-Chennai Egmore Express,JAT,Jammu Tawi,MS,Chennai Egmore,CC,119,6,9,76.99,106,42.8%
89730,New Jalpaiguri-Silchar Intercity Express,NJP,New Jalpaiguri,SCL,Silchar,1A,69,2,11,67.53,436,5%
20866,Raxaul-Kochuveli Superfast Express,RXL,Raxaul,KCVL,Kochuveli,3A,28,5,5,65.61,208,56.56%
96456,Delhi Sarai Rohilla-Sealdah Intercity Express,DEE,Delhi Sarai Rohilla,SDAH,Sealdah,2S,28,1,8,81.97,11,87.67%
22700,Puri-Delhi Sarai Rohilla Superfast Express,PURI,Puri,DEE,Delhi Sarai Rohilla,3A,92,1,8,72.27,183,34.89%
90576,Dibrugarh-Jorhat Town Mail Express,DBRG,Dibrugarh,JRH,Jorhat Town,2S,1,1,8,86.5,107,82.85%
64305,Shoranur Jn-Vijayawada Intercity Express,SRR,Shoranur Jn,BZA,Vijayawada,2S,13,0,6,72.06,309,44.29%
71112,Secunderabad-Ernakulam Jn Mail Express,SC,Secunderabad,ERS,Ernakulam Jn,CC,8,3,2,79.6,57,92.76%
15866,Ahmedabad-Vasco-da-Gama Mail Express,ADI,Ahmedabad,VSG,Vasco-da-Gama,3A,84,0,4,74.34,446,5%
55756,Agartala-Mumbai Central Intercity Express,AGTL,Agartala,MMCT,Mumbai Central,1A,51,0,3,93.85,224,50.28%
46335,Mumbai Central-Patna Jn Express,BCT,Mumbai Central,PNBE,Patna Jn,2A,35,0,6,95.27,360,27.19%
30834,Jammu Tawi-Sealdah Express,JAT,Jammu Tawi,SDAH,Sealdah,3A,31,5,9,86.5,105,76.93%
64854,Guwahati-Chennai Central Express,GHY,Guwahati,MAS,Chennai Central,2S,104,4,4,73.49,236,21.76%
96386,Amritsar-Shalimar Mail Express,ASR,Amritsar,SHM,Shalimar,2S,91,5,5,96.54,412,5%
31197,Howrah-Haridwar Superfast Express,HWH,Howrah,HW,Haridwar,1A,46,3,11,89.99,197,56.0%
98500,Delhi Sarai Rohilla-Jammu Tawi Superfast Express,DEE,Delhi Sarai Rohilla,JAT,Jammu Tawi,2S,104,6,5,92.02,29,62.33%
37971,Madurai-Pune Mail Express,MDU,Madurai,PUNE,Pune,2A,55,2,3,68.9,16,75.42%
84753,Bandra Terminus-Hyderabad Deccan Express,BDTS,Bandra Terminus,HYB,Hyderabad Deccan,3A,64,2,4,90.63,153,52.86%
68142,Thiruvananthapuram Central-Puri Express,TVC,Thiruvananthapuram Central,PURI,Puri,CC,67,4,7,65.67,263,30.11%
81819,Sealdah-Jorhat Town Intercity Express,SDAH,Sealdah,JRH,Jorhat Town,3A,46,5,8,73.27,368,22.02%
13066,Tirupati-Chennai Central Intercity Express,TPTY,Tirupati,MAS,Chennai Central,1A,77,2,7,81.12,339,19.62%
19757,Patna Jn-Bhopal Mail Express,PNBE,Patna Jn,BPL,Bhopal,2A,4,0,8,83.43,362,42.74%
38973,Howrah-Rangiya Jn Express,HWH,Howrah,RNY,Rangiya Jn,3A,71,0,11,80.07,87,63.2%
68840,Lumding Jn-New Bongaigaon Express,LMG,Lumding Jn,NBQ,New Bongaigaon,3A,69,5,4,73.94,7,72.24%
91560,Ajmer Jn-Lumding Jn Mail Express,AII,Ajmer Jn,LMG,Lumding Jn,3A,22,6,3,92.83,64,85.57%
88994,Bikaner-Silchar Mail Express,BKN,Bikaner,SCL,Silchar,1A,34,3,4,85.56,491,10.24%
94755,Sealdah-Dimapur Express,SDAH,Sealdah,DMV,Dimapur,SL,106,6,4,72.62,466,5%
16019,Jammu Tawi-Vijayawada Mail Express,JAT,Jammu Tawi,BZA,Vijayawada,1A,62,6,7,86.27,50,66.58%
57622,Vijayawada-Kokrajhar Intercity Express,BZA,Vijayawada,KOJ,Kokrajhar,SL,6,4,1,99.98,205,64.09%
59195,Pune-Chhatrapati Shivaji Maharaj Terminus Superfast Express,PUNE,Pune,CSMT,Chhatrapati Shivaji Maharaj Terminus,3A,91,4,5,66.43,173,36.78%
48197,Haridwar-Jammu Tawi Mail Express,HW,Haridwar,JAT,Jammu Tawi,3A,95,3,9,70.62,499,5%
91413,Kolkata-Visakhapatnam Express,KOAA,Kolkata,VSKP,Visakhapatnam,3A,7,3,2,79.53,455,18.09%
31381,Firozpur Cantt-Bandra Terminus Mail Express,FZR,Firozpur Cantt,BDTS,Bandra Terminus,3A,71,2,6,85.06,233,33.0%
72506,Vijayawada-Madurai Superfast Express,BZA,Vijayawada,MDU,Madurai,CC,9,2,3,70.46,305,50.51%
17134,Bandra Terminus-Mumbai Central Intercity Express,BDTS,Bandra Terminus,MMCT,Mumbai Central,SL,30,1,5,78.87,337,31.91%
38713,Kolkata-Delhi Sarai Rohilla Superfast Express,KOAA,Kolkata,DEE,Delhi Sarai Rohilla,2A,111,0,10,81.24,173,32.4%
45183,Ahmedabad-Sealdah Express,ADI,Ahmedabad,SDAH,Sealdah,SL,107,4,11,63.24,456,5%
65376,Delhi Jn-Dibrugarh Express,DLI,Delhi Jn,DBRG,Dibrugarh,SL,64,2,5,78.27,84,66.62%
82393,Ernakulam Jn-Thiruvananthapuram Central Intercity Express,ERS,Ernakulam Jn,TVC,Thiruvananthapuram Central,2S,119,3,1,63.47,435,5%
71666,New Bongaigaon-Howrah Intercity Express,NBQ,New Bongaigaon,HWH,Howrah,2A,51,4,9,96.32,463,10.69%
92322,Dimapur-Dehradun Intercity Express,DMV,Dimapur,DDN,Dehradun,1A,86,6,5,98.89,494,5%
99621,Lucknow-Kochuveli Superfast Express,LKO,Lucknow,KCVL,Kochuveli,SL,98,3,1,94.26,106,51.35%
98280,Shoranur Jn-Guwahati Mail Express,SRR,Shoranur Jn,GHY,Guwahati,SL,22,1,7,67.79,112,75.76%
72657,Puri-Bikaner Superfast Express,PURI,Puri,BKN,Bikaner,2A,14,6,10,63.76,410,22.31%
18993,Bhubaneswar-Rourkela Express,BBS,Bhubaneswar,ROU,Rourkela,2A,63,2,2,91.99,285,30.51%
50289,New Tinsukia-Vijayawada Mail Express,NTSK,New Tinsukia,BZA,Vijayawada,2A,14,1,2,88.63,273,50.93%
87489,Chhatrapati Shivaji Maharaj Terminus-Guwahati Superfast Express,CSMT,Chhatrapati Shivaji Maharaj Terminus,GHY,Guwahati,1A,73,1,10,62.54,209,42.48%
38818,Silchar-Pune Intercity Express,SCL,Silchar,PUNE,Pune,SL,4,6,4,84.87,83,83.19%
39417,Kanpur Central-Delhi Jn Intercity Express,CNB,Kanpur Central,DLI,Delhi Jn,2A,100,3,10,98.26,323,15.01%
34420,Gaya Jn-Lucknow Jn Mail Express,GAYA,Gaya Jn,LJN,Lucknow Jn,3A,71,5,8,65.63,198,46.26%
79284,Patna Jn-Hyderabad Deccan Intercity Express,PNBE,Patna Jn,HYB,Hyderabad Deccan,1A,73,5,4,64.75,328,17.17%
28656,Vijayawada-Dibrugarh Town Mail Express,BZA,Vijayawada,DBRT,Dibrugarh Town,SL,7,3,2,88.58,79,84.3%
27337,Bandra Terminus-Madurai Express,BDTS,Bandra Terminus,MDU,Madurai,SL,67,5,9,69.73,226,36.9%
15153,Delhi Sarai Rohilla-Bhopal Superfast Express,DEE,Delhi Sarai Rohilla,BPL,Bhopal,3A,117,5,5,75.33,187,34.69%
79360,Jammu Tawi-Cuttack Express,JAT,Jammu Tawi,CTC,Cuttack,CC,77,1,4,87.2,12,73.38%
20515,Delhi Sarai Rohilla-Gaya Jn Intercity Express,DEE,Delhi Sarai Rohilla,GAYA,Gaya Jn,2S,36,5,4,82.88,17,84.44%
83768,Hazrat Nizamuddin-New Bongaigaon Mail Express,NZM,Hazrat Nizamuddin,NBQ,New Bongaigaon,3A,1,5,7,73.68,8,98.02%
18639,Vijayawada-Sealdah Intercity Express,BZA,Vijayawada,SDAH,Sealdah,1A,116,6,10,91.15,361,5%
10929,Jorhat Town-Delhi Jn Express,JRH,Jorhat Town,DLI,Delhi Jn,SL,71,5,6,89.45,137,50.35%
28402,Pune-Delhi Jn Express,PUNE,Pune,DLI,Delhi Jn,SL,79,0,2,79.54,118,55.06%
90810,Amritsar-Kochuveli Intercity Express,ASR,Amritsar,KCVL,Kochuveli,SL,72,4,5,92.24,482,5%
39651,Dehradun-Shoranur Jn Intercity Express,DDN,Dehradun,SRR,Shoranur Jn,2S,86,6,6,75.52,359,7.88%
28693,Ajmer Jn-Dibrugarh Express,AII,Ajmer Jn,DBRG,Dibrugarh,1A,71,1,7,94.44,442,5.39%
37832,Kolkata-Mariani Jn Intercity Express,KOAA,Kolkata,MXN,Mariani Jn,2A,10,3,10,60.27,95,82.39%
35389,Kokrajhar-Howrah Intercity Express,KOJ,Kokrajhar,HWH,Howrah,3A,73,5,1,65.95,172,51.28%
77173,Coimbatore-Cuttack Express,CBE,Coimbatore,CTC,Cuttack,CC,27,1,4,68.27,88,74.51%
76618,Rourkela-New Tinsukia Mail Express,ROU,Rourkela,NTSK,New Tinsukia,CC,100,4,11,90.96,70,53.14%
59280,Delhi Sarai Rohilla-Ajmer Jn Intercity Express,DEE,Delhi Sarai Rohilla,AII,Ajmer Jn,3A,16,2,12,92.14,368,34.86%
20097,Rourkela-Sealdah Mail Express,ROU,Rourkela,SDAH,Sealdah,3A,110,3,11,99.09,94,45.4%
73108,Kolkata-Delhi Jn Superfast Express,KOAA,Kolkata,DLI,Delhi Jn,1A,13,3,11,89.5,315,38.88%
46672,Hazrat Nizamuddin-Coimbatore Mail Express,NZM,Hazrat Nizamuddin,CBE,Coimbatore,2S,10,0,4,77.26,133,73.54%
65392,Padmavati Express,TPTY,Tirupati,SC,Secunderabad,1A,104,2,5,69.84,62,55.17%
51754,Bhopal-Dehradun Mail Express,BPL,Bhopal,DDN,Dehradun,1A,71,0,9,71.46,159,50.27%
57629,New Delhi-Raxaul Mail Express,NDLS,New Delhi,RXL,Raxaul,SL,44,0,8,93.82,480,5%
77359,Coimbatore-Sealdah Express,CBE,Coimbatore,SDAH,Sealdah,CC,69,3,1,73.89,26,72.6%
