train_no,train_name,source,source_name,destination,destination_name,class,quota,days_before_journey,day_of_week,month,is_festival,past_avg_waitlist,past_punctuality,confirmation_chance,cancellation_rate,punctuality_rate
12423,Rajdhani Express,HWH,Howrah,BBS,Bhubaneswar,2AC,GN,1,2,1,1,172,74.46,57.28,44.64,76.11
15644,Kamakhya Express,HWH,Howrah,GHY,Guwahati,2AC,TQ,2,6,1,1,89,82.03,72.8,28.17,85.98
15666,BG Express,DBRG,Dibrugarh,SDAH,Sealdah,2AC,LD,0,2,4,0,55,93.11,80.63,17.22,96.0
12378,Padatik Express,GHY,Guwahati,AGTL,Agartala,3AC,LD,5,4,8,0,31,73.41,100.0,0.0,75.39
12423,Rajdhani Express,BSB,Varanasi,AGTL,Agartala,2AC,LD,7,4,7,0,23,71.68,100.0,1.92,75.3
15910,Avadh Assam Express,BSB,Varanasi,AGTL,Agartala,SL,LD,6,5,10,0,43,72.71,100.0,0.0,72.96
12501,Poorvottar Sampark Kranti,BSB,Varanasi,PNBE,Patna,SL,GN,3,6,5,1,197,87.78,41.64,55.46,86.43
15644,Kamakhya Express,SDAH,Sealdah,SBC,Bangalore,3AC,GN,7,2,3,0,37,86.72,100.0,0.55,89.2
12345,Saraighat Express,SDAH,Sealdah,VSKP,Visakhapatnam,2AC,LD,2,1,9,0,7,85.85,100.0,3.63,83.86
12505,North East Express,BSB,Varanasi,KOAA,Kolkata,2AC,TQ,3,0,12,1,175,62.77,65.56,39.25,64.86
12345,Saraighat Express,GHY,Guwahati,AGTL,Agartala,3AC,TQ,7,6,8,1,9,81.33,100.0,0.0,80.03
15666,BG Express,DBRG,Dibrugarh,BSB,Varanasi,1AC,GN,4,1,1,0,148,73.56,58.25,37.23,71.41
12345,Saraighat Express,PNBE,Patna,SBC,Bangalore,3AC,GN,7,6,5,0,145,91.98,73.26,28.79,95.73
15910,Avadh Assam Express,BBS,Bhubaneswar,AGTL,Agartala,1AC,GN,3,0,6,1,165,79.61,51.83,50.78,81.72
12423,Rajdhani Express,SCL,Silchar,NDLS,New Delhi,3AC,TQ,0,0,3,1,95,88.04,77.49,19.33,88.7
12345,Saraighat Express,VSKP,Visakhapatnam,BBS,Bhubaneswar,3AC,GN,6,0,6,1,37,86.59,100.0,0.0,88.34
12345,Saraighat Express,JP,Jaipur,PNBE,Patna,3AC,TQ,6,0,7,0,91,78.71,84.46,18.54,76.88
12345,Saraighat Express,RNC,Ranchi,AGTL,Agartala,3AC,LD,0,5,2,0,118,84.07,55.35,48.0,80.81
15644,Kamakhya Express,CSMT,Mumbai CST,GHY,Guwahati,3AC,GN,0,3,10,0,137,98.09,62.57,41.24,102.47
15960,Kanchanjunga Express,SCL,Silchar,SBC,Bangalore,2AC,LD,3,0,12,1,118,87.01,75.92,23.29,88.12
12001,Shatabdi Express,BBS,Bhubaneswar,CSMT,Mumbai CST,1AC,TQ,1,1,6,1,60,62.35,80.4,15.33,58.79
12501,Poorvottar Sampark Kranti,DBRG,Dibrugarh,AGTL,Agartala,2AC,LD,3,5,10,1,111,89.23,68.58,29.68,85.76
12423,Rajdhani Express,NDLS,New Delhi,MAS,Chennai Central,2AC,TQ,5,6,4,1,194,92.39,66.32,35.34,90.32
15666,BG Express,SDAH,Sealdah,VSKP,Visakhapatnam,1AC,LD,5,2,1,0,10,68.44,100.0,0.0,70.85
12501,Poorvottar Sampark Kranti,GHY,Guwahati,SDAH,Sealdah,3AC,GN,4,4,7,0,30,79.24,98.45,0.0,82.59
12501,Poorvottar Sampark Kranti,NDLS,New Delhi,BSB,Varanasi,1AC,LD,4,0,12,0,194,89.85,57.48,37.99,87.74
15960,Kanchanjunga Express,AGTL,Agartala,RNC,Ranchi,1AC,LD,0,2,4,1,50,63.99,90.58,11.09,62.5
15666,BG Express,MAS,Chennai Central,SCL,Silchar,3AC,TQ,0,0,3,1,12,87.33,89.27,10.29,90.7
15960,Kanchanjunga Express,DBRG,Dibrugarh,MAS,Chennai Central,SL,TQ,6,6,12,0,138,69.65,67.07,37.1,72.9
12345,Saraighat Express,GHY,Guwahati,BBS,Bhubaneswar,SL,TQ,3,4,1,1,37,95.98,97.0,0.0,99.98
15960,Kanchanjunga Express,MAS,Chennai Central,AGTL,Agartala,SL,TQ,5,0,11,0,169,82.22,55.89,41.2,83.95
12501,Poorvottar Sampark Kranti,DBRG,Dibrugarh,CSMT,Mumbai CST,3AC,TQ,1,3,4,1,8,88.45,91.41,12.18,85.84
15910,Avadh Assam Express,DBRG,Dibrugarh,RNC,Ranchi,1AC,TQ,5,6,9,1,180,93.64,70.43,31.82,91.33
12505,North East Express,GHY,Guwahati,ADI,Ahmedabad,1AC,GN,3,1,8,0,76,96.16,94.75,5.13,93.32
12505,North East Express,DBRG,Dibrugarh,BSB,Varanasi,2AC,LD,6,5,7,0,43,96.97,97.68,0.0,99.86
12501,Poorvottar Sampark Kranti,SCL,Silchar,SBC,Bangalore,2AC,GN,5,3,2,0,172,82.63,72.14,26.44,81.48
15666,BG Express,PNBE,Patna,BSB,Varanasi,1AC,LD,7,1,6,1,108,90.48,78.91,18.43,88.64
12505,North East Express,KOAA,Kolkata,RNC,Ranchi,SL,TQ,3,4,8,1,48,86.37,98.12,4.31,88.08
12423,Rajdhani Express,BBS,Bhubaneswar,JP,Jaipur,1AC,LD,4,0,6,0,168,60.77,59.28,43.77,56.45
12501,Poorvottar Sampark Kranti,GHY,Guwahati,BSB,Varanasi,1AC,GN,1,6,11,1,180,88.13,55.93,48.08,92.53
12501,Poorvottar Sampark Kranti,HWH,Howrah,BSB,Varanasi,1AC,GN,7,2,4,0,183,68.17,73.18,23.68,64.37
15910,Avadh Assam Express,VSKP,Visakhapatnam,MAS,Chennai Central,SL,GN,3,2,3,1,52,88.84,95.05,8.39,84.64
15910,Avadh Assam Express,DBRG,Dibrugarh,HWH,Howrah,SL,TQ,3,2,7,0,191,77.13,55.6,44.51,79.3
12501,Poorvottar Sampark Kranti,CSMT,Mumbai CST,SCL,Silchar,SL,LD,0,0,1,0,192,69.61,37.17,58.75,72.91
12501,Poorvottar Sampark Kranti,KOAA,Kolkata,BSB,Varanasi,2AC,LD,2,1,5,0,172,85.7,53.5,43.15,87.44
12501,Poorvottar Sampark Kranti,JP,Jaipur,HWH,Howrah,3AC,LD,3,0,9,1,146,81.46,75.17,23.89,80.17
15644,Kamakhya Express,BSB,Varanasi,BBS,Bhubaneswar,2AC,TQ,4,3,1,1,146,72.94,59.58,37.13,70.36
12423,Rajdhani Express,JP,Jaipur,PNBE,Patna,3AC,TQ,4,6,1,1,184,83.52,60.81,36.59,80.0
12345,Saraighat Express,HWH,Howrah,SCL,Silchar,3AC,LD,2,0,5,1,198,90.2,40.7,60.43,93.37
12423,Rajdhani Express,BSB,Varanasi,ADI,Ahmedabad,SL,GN,3,5,8,0,178,85.43,57.44,46.33,88.9
15910,Avadh Assam Express,PNBE,Patna,DBRG,Dibrugarh,SL,GN,5,1,6,1,47,74.11,100.0,3.77,71.46
15666,BG Express,SDAH,Sealdah,SCL,Silchar,SL,TQ,3,0,7,1,48,96.2,90.97,11.53,96.95
15666,BG Express,RNC,Ranchi,BBS,Bhubaneswar,3AC,GN,6,6,4,1,104,88.5,88.02,8.57,89.22
12501,Poorvottar Sampark Kranti,VSKP,Visakhapatnam,RNC,Ranchi,SL,GN,0,5,2,0,14,74.88,100.0,4.56,71.53
12423,Rajdhani Express,ADI,Ahmedabad,DBRG,Dibrugarh,3AC,TQ,6,3,3,0,104,93.92,78.25,26.14,94.34
12345,Saraighat Express,SCL,Silchar,CSMT,Mumbai CST,1AC,TQ,2,3,2,1,37,90.42,99.65,0.0,87.31
12001,Shatabdi Express,NDLS,New Delhi,VSKP,Visakhapatnam,2AC,LD,7,0,6,1,109,70.59,78.64,16.65,70.97
12423,Rajdhani Express,KOAA,Kolkata,RNC,Ranchi,3AC,LD,2,2,11,1,63,63.66,84.29,20.69,65.16
15644,Kamakhya Express,RNC,Ranchi,HWH,Howrah,3AC,TQ,6,0,9,1,159,60.39,76.09,20.49,58.39
12345,Saraighat Express,VSKP,Visakhapatnam,BSB,Varanasi,SL,LD,0,1,5,0,93,76.71,67.73,27.28,80.36
12423,Rajdhani Express,HWH,Howrah,RNC,Ranchi,3AC,TQ,2,1,11,0,199,88.08,36.52,65.71,91.14
15666,BG Express,JP,Jaipur,SCL,Silchar,1AC,LD,0,1,4,1,30,91.48,99.21,0.0,94.76
12345,Saraighat Express,AGTL,Agartala,CSMT,Mumbai CST,3AC,LD,2,1,11,1,54,79.61,89.66,6.41,77.16
12001,Shatabdi Express,BBS,Bhubaneswar,DBRG,Dibrugarh,SL,GN,7,3,10,0,140,85.1,87.17,14.73,83.24
12378,Padatik Express,VSKP,Visakhapatnam,MAS,Chennai Central,1AC,GN,4,1,9,0,39,88.86,97.6,3.58,90.9
12378,Padatik Express,PNBE,Patna,KOAA,Kolkata,1AC,TQ,1,4,12,1,145,65.21,50.45,51.19,65.1
15960,Kanchanjunga Express,SDAH,Sealdah,SBC,Bangalore,2AC,GN,6,3,11,0,132,65.34,88.36,9.25,66.87
15644,Kamakhya Express,GHY,Guwahati,KOAA,Kolkata,3AC,LD,4,3,7,0,49,92.66,93.8,10.48,91.27
15666,BG Express,JP,Jaipur,RNC,Ranchi,2AC,LD,3,4,10,0,159,75.1,69.68,34.31,79.95
15910,Avadh Assam Express,HWH,Howrah,AGTL,Agartala,2AC,GN,4,5,11,0,64,95.33,83.42,20.47,92.93
12505,North East Express,GHY,Guwahati,VSKP,Visakhapatnam,2AC,LD,7,0,11,0,81,85.22,98.65,0.0,89.14
15666,BG Express,AGTL,Agartala,SBC,Bangalore,3AC,LD,0,6,12,0,19,81.57,90.59,4.46,77.25
15644,Kamakhya Express,GHY,Guwahati,MAS,Chennai Central,1AC,TQ,6,2,5,1,46,78.68,95.79,7.65,73.8
15666,BG Express,PNBE,Patna,BSB,Varanasi,1AC,LD,7,2,12,1,164,80.91,66.56,36.36,85.29
12345,Saraighat Express,NDLS,New Delhi,PNBE,Patna,1AC,GN,2,3,2,0,67,69.45,89.78,12.92,70.52
12345,Saraighat Express,DBRG,Dibrugarh,KOAA,Kolkata,3AC,LD,0,4,9,1,34,97.98,97.8,0.0,101.26
15644,Kamakhya Express,BBS,Bhubaneswar,JP,Jaipur,SL,TQ,4,6,3,0,3,74.2,100.0,0.0,77.6
12378,Padatik Express,BBS,Bhubaneswar,MAS,Chennai Central,SL,LD,5,4,11,0,139,82.91,76.56,20.66,86.48
12501,Poorvottar Sampark Kranti,GHY,Guwahati,ADI,Ahmedabad,2AC,TQ,3,4,1,1,141,90.49,71.19,32.42,90.21
15960,Kanchanjunga Express,MAS,Chennai Central,SBC,Bangalore,3AC,TQ,4,3,4,1,156,76.5,70.24,26.61,81.38
12001,Shatabdi Express,PNBE,Patna,CSMT,Mumbai CST,1AC,LD,4,1,11,0,198,94.03,58.78,45.14,90.1
12345,Saraighat Express,PNBE,Patna,SCL,Silchar,SL,TQ,1,2,3,1,116,87.53,61.95,41.77,86.46
12501,Poorvottar Sampark Kranti,MAS,Chennai Central,RNC,Ranchi,1AC,GN,1,5,11,1,162,94.17,54.9,41.57,96.72
12378,Padatik Express,KOAA,Kolkata,BBS,Bhubaneswar,SL,LD,0,4,1,1,145,63.08,64.03,36.58,61.26
15960,Kanchanjunga Express,SBC,Bangalore,AGTL,Agartala,SL,GN,3,5,1,0,43,96.53,86.64,12.0,100.65
12001,Shatabdi Express,GHY,Guwahati,SDAH,Sealdah,3AC,GN,1,0,1,1,108,97.37,69.1,29.63,101.72
15910,Avadh Assam Express,SCL,Silchar,NDLS,New Delhi,1AC,TQ,4,0,7,0,49,68.91,100.0,0.76,65.11
15644,Kamakhya Express,SBC,Bangalore,SDAH,Sealdah,2AC,LD,6,6,7,1,155,94.41,69.28,26.01,91.21
12423,Rajdhani Express,GHY,Guwahati,AGTL,Agartala,3AC,TQ,3,2,2,1,87,61.48,88.87,7.24,65.6
12505,North East Express,MAS,Chennai Central,SDAH,Sealdah,1AC,GN,4,6,1,1,75,68.89,87.85,11.24,73.89
12001,Shatabdi Express,MAS,Chennai Central,NDLS,New Delhi,3AC,TQ,1,0,9,0,74,69.6,87.0,17.07,67.83
15910,Avadh Assam Express,RNC,Ranchi,BBS,Bhubaneswar,SL,LD,6,3,8,1,189,81.85,61.32,35.08,83.15
12378,Padatik Express,KOAA,Kolkata,VSKP,Visakhapatnam,2AC,GN,3,4,2,0,194,75.53,53.0,51.35,74.33
15960,Kanchanjunga Express,NDLS,New Delhi,KOAA,Kolkata,3AC,GN,6,1,1,1,128,82.21,79.6,21.59,79.82
12378,Padatik Express,PNBE,Patna,AGTL,Agartala,1AC,LD,4,3,3,1,113,82.64,77.17,21.04,80.53
12505,North East Express,SCL,Silchar,GHY,Guwahati,2AC,LD,5,4,1,0,153,75.65,59.32,42.16,78.17
12378,Padatik Express,SDAH,Sealdah,RNC,Ranchi,SL,LD,3,4,11,0,99,87.16,82.3,15.45,83.53
12505,North East Express,HWH,Howrah,AGTL,Agartala,2AC,TQ,1,1,10,0,130,80.83,65.56,32.32,78.97
15910,Avadh Assam Express,CSMT,Mumbai CST,VSKP,Visakhapatnam,1AC,TQ,5,4,4,0,6,88.97,100.0,2.77,86.5
12001,Shatabdi Express,SCL,Silchar,SDAH,Sealdah,SL,TQ,1,3,8,1,59,86.39,80.8,21.02,83.7
15644,Kamakhya Express,BBS,Bhubaneswar,KOAA,Kolkata,3AC,LD,5,3,1,1,113,86.26,81.03,14.84,87.18
12423,Rajdhani Express,AGTL,Agartala,VSKP,Visakhapatnam,3AC,TQ,1,4,8,1,40,85.34,97.08,7.64,80.93
12345,Saraighat Express,JP,Jaipur,AGTL,Agartala,1AC,GN,2,0,8,1,147,66.23,62.43,36.94,64.33
15910,Avadh Assam Express,BBS,Bhubaneswar,BSB,Varanasi,1AC,GN,4,2,1,1,147,84.8,61.48,36.37,85.17
15910,Avadh Assam Express,JP,Jaipur,SCL,Silchar,1AC,LD,6,4,6,0,53,83.5,93.82,2.93,88.38
12423,Rajdhani Express,MAS,Chennai Central,SBC,Bangalore,SL,GN,6,2,5,0,148,88.08,74.36,21.01,90.23
12001,Shatabdi Express,SDAH,Sealdah,GHY,Guwahati,3AC,LD,2,2,12,0,17,66.67,93.97,5.89,61.92
12505,North East Express,RNC,Ranchi,SDAH,Sealdah,SL,GN,6,5,10,1,93,86.45,91.3,10.98,87.05
15960,Kanchanjunga Express,SCL,Silchar,NDLS,New Delhi,2AC,LD,3,5,6,1,200,60.35,56.5,45.02,60.49
15910,Avadh Assam Express,MAS,Chennai Central,CSMT,Mumbai CST,SL,GN,5,1,9,0,124,74.65,76.61,19.33,78.43
15644,Kamakhya Express,RNC,Ranchi,CSMT,Mumbai CST,1AC,LD,7,4,4,0,185,92.29,70.53,28.73,94.3
12423,Rajdhani Express,SDAH,Sealdah,BSB,Varanasi,1AC,LD,3,1,10,1,73,97.81,78.43,18.31,98.61
12505,North East Express,JP,Jaipur,SCL,Silchar,2AC,TQ,1,3,7,1,197,73.8,38.31,64.47,72.98
12345,Saraighat Express,SDAH,Sealdah,BSB,Varanasi,2AC,TQ,0,4,3,1,9,74.26,89.42,7.24,74.72
12378,Padatik Express,SDAH,Sealdah,GHY,Guwahati,1AC,TQ,2,3,1,1,34,76.2,100.0,4.41,74.65
15910,Avadh Assam Express,RNC,Ranchi,CSMT,Mumbai CST,2AC,GN,5,6,12,0,127,94.08,81.65,18.19,97.61
12378,Padatik Express,PNBE,Patna,CSMT,Mumbai CST,3AC,LD,1,6,8,1,75,80.16,72.53,28.88,75.45
15960,Kanchanjunga Express,GHY,Guwahati,HWH,Howrah,SL,LD,3,6,1,0,131,78.53,60.74,37.36,74.78
15644,Kamakhya Express,DBRG,Dibrugarh,GHY,Guwahati,2AC,LD,4,4,12,1,37,67.07,94.26,10.13,68.67
12345,Saraighat Express,BBS,Bhubaneswar,HWH,Howrah,SL,TQ,6,2,3,1,117,90.76,85.58,13.61,89.18
12001,Shatabdi Express,JP,Jaipur,PNBE,Patna,2AC,TQ,2,3,11,1,135,84.37,60.58,36.02,87.43
12378,Padatik Express,SDAH,Sealdah,VSKP,Visakhapatnam,2AC,GN,3,6,7,0,190,86.19,51.93,46.75,83.85
15960,Kanchanjunga Express,GHY,Guwahati,PNBE,Patna,1AC,LD,5,1,4,1,189,70.73,48.51,49.62,66.41
12345,Saraighat Express,NDLS,New Delhi,VSKP,Visakhapatnam,1AC,TQ,6,1,6,0,82,73.15,86.38,12.86,71.81
15910,Avadh Assam Express,RNC,Ranchi,BSB,Varanasi,2AC,LD,5,2,6,0,170,78.28,72.23,28.38,73.65
12345,Saraighat Express,KOAA,Kolkata,BBS,Bhubaneswar,3AC,GN,7,4,12,1,91,60.95,86.31,8.83,62.92
12378,Padatik Express,SDAH,Sealdah,BSB,Varanasi,1AC,GN,4,1,3,1,96,75.67,91.87,6.15,77.9
12501,Poorvottar Sampark Kranti,PNBE,Patna,MAS,Chennai Central,3AC,TQ,4,4,1,0,156,80.81,72.76,24.13,82.22
15644,Kamakhya Express,PNBE,Patna,AGTL,Agartala,3AC,GN,2,2,8,1,171,87.8,54.91,44.58,85.12
12423,Rajdhani Express,VSKP,Visakhapatnam,GHY,Guwahati,2AC,GN,2,6,10,1,164,62.41,50.32,51.82,59.66
12423,Rajdhani Express,SCL,Silchar,BSB,Varanasi,1AC,TQ,2,4,5,1,195,83.89,56.9,40.69,79.66
12423,Rajdhani Express,ADI,Ahmedabad,AGTL,Agartala,2AC,LD,6,4,8,1,70,92.48,98.09,5.48,97.16
12423,Rajdhani Express,RNC,Ranchi,DBRG,Dibrugarh,SL,LD,2,2,8,0,31,98.67,87.01,8.65,96.56
12345,Saraighat Express,PNBE,Patna,GHY,Guwahati,SL,TQ,4,4,5,1,116,86.0,82.52,14.36,84.88
15960,Kanchanjunga Express,SDAH,Sealdah,GHY,Guwahati,SL,LD,5,6,5,0,51,65.92,100.0,0.0,65.52
15910,Avadh Assam Express,CSMT,Mumbai CST,ADI,Ahmedabad,3AC,GN,7,3,4,0,102,74.33,86.01,14.2,69.79
12001,Shatabdi Express,GHY,Guwahati,KOAA,Kolkata,3AC,LD,3,6,6,1,131,79.44,63.14,39.33,81.48
12501,Poorvottar Sampark Kranti,VSKP,Visakhapatnam,NDLS,New Delhi,2AC,GN,3,2,1,1,108,84.05,79.68,20.83,82.87
12001,Shatabdi Express,ADI,Ahmedabad,NDLS,New Delhi,3AC,LD,1,2,11,1,105,63.6,81.21,17.9,62.8
15644,Kamakhya Express,DBRG,Dibrugarh,BBS,Bhubaneswar,3AC,TQ,5,5,12,1,159,72.65,74.65,28.43,75.87
12001,Shatabdi Express,AGTL,Agartala,RNC,Ranchi,SL,TQ,6,6,7,1,162,79.58,75.83,26.14,79.71
12378,Padatik Express,NDLS,New Delhi,MAS,Chennai Central,SL,TQ,4,0,9,1,32,62.06,100.0,0.35,61.31
12378,Padatik Express,MAS,Chennai Central,JP,Jaipur,1AC,GN,6,2,1,1,179,89.91,66.4,30.61,85.09
12501,Poorvottar Sampark Kranti,SDAH,Sealdah,HWH,Howrah,2AC,GN,3,2,6,1,156,82.5,63.86,33.69,81.03
15960,Kanchanjunga Express,CSMT,Mumbai CST,BBS,Bhubaneswar,1AC,TQ,0,6,3,1,5,97.61,100.0,4.83,100.68
15666,BG Express,PNBE,Patna,HWH,Howrah,3AC,GN,5,3,3,1,80,84.71,84.8,14.59,81.61
15960,Kanchanjunga Express,SDAH,Sealdah,ADI,Ahmedabad,SL,LD,4,5,7,1,174,61.14,54.22,46.99,64.8
12345,Saraighat Express,SBC,Bangalore,KOAA,Kolkata,2AC,GN,5,3,1,1,160,62.63,57.18,40.68,59.08
15644,Kamakhya Express,BSB,Varanasi,VSKP,Visakhapatnam,SL,LD,5,6,8,0,58,89.59,100.0,3.67,90.31
12423,Rajdhani Express,HWH,Howrah,SBC,Bangalore,3AC,TQ,2,3,11,0,102,83.69,83.02,15.55,86.45
12501,Poorvottar Sampark Kranti,SCL,Silchar,DBRG,Dibrugarh,1AC,TQ,4,4,3,0,86,87.23,86.66,8.47,84.15
15666,BG Express,KOAA,Kolkata,VSKP,Visakhapatnam,1AC,LD,1,1,1,0,148,87.48,60.62,38.16,89.02
15910,Avadh Assam Express,CSMT,Mumbai CST,HWH,Howrah,3AC,TQ,7,6,9,0,80,67.77,100.0,2.54,67.86
12378,Padatik Express,RNC,Ranchi,PNBE,Patna,2AC,TQ,0,4,9,0,4,95.5,95.53,4.34,91.12
12001,Shatabdi Express,SBC,Bangalore,KOAA,Kolkata,3AC,LD,6,5,11,0,54,63.64,93.21,9.96,60.9
15644,Kamakhya Express,SBC,Bangalore,ADI,Ahmedabad,SL,LD,4,0,5,0,156,96.52,66.21,31.47,101.02
12001,Shatabdi Express,VSKP,Visakhapatnam,MAS,Chennai Central,3AC,GN,4,0,10,0,30,71.39,100.0,3.79,70.66
12001,Shatabdi Express,SCL,Silchar,SDAH,Sealdah,3AC,TQ,7,1,8,1,148,93.74,83.1,13.53,88.99
12001,Shatabdi Express,AGTL,Agartala,MAS,Chennai Central,3AC,LD,2,2,4,0,146,81.45,69.85,26.55,83.45
12378,Padatik Express,BSB,Varanasi,RNC,Ranchi,3AC,GN,7,0,7,0,155,76.26,64.91,33.84,74.65
15644,Kamakhya Express,CSMT,Mumbai CST,AGTL,Agartala,2AC,GN,2,1,11,1,0,64.9,100.0,4.84,61.56
15910,Avadh Assam Express,RNC,Ranchi,PNBE,Patna,2AC,LD,7,5,1,0,13,93.18,100.0,2.28,93.16
15910,Avadh Assam Express,VSKP,Visakhapatnam,KOAA,Kolkata,SL,TQ,2,6,4,1,39,96.04,93.74,6.8,96.64
15960,Kanchanjunga Express,HWH,Howrah,JP,Jaipur,2AC,TQ,3,6,7,1,14,97.21,100.0,0.0,99.02
15666,BG Express,VSKP,Visakhapatnam,SDAH,Sealdah,1AC,TQ,7,4,10,1,170,65.31,78.46,21.34,65.0
15644,Kamakhya Express,BSB,Varanasi,MAS,Chennai Central,1AC,GN,7,6,11,1,173,67.9,65.26,34.68,71.73
15910,Avadh Assam Express,AGTL,Agartala,SCL,Silchar,3AC,GN,3,5,12,1,44,91.42,97.91,3.22,90.66
12423,Rajdhani Express,BBS,Bhubaneswar,VSKP,Visakhapatnam,1AC,LD,0,5,3,1,57,60.46,81.52,13.72,57.61
12505,North East Express,AGTL,Agartala,MAS,Chennai Central,3AC,LD,3,6,5,1,32,63.4,96.43,1.05,66.84
12501,Poorvottar Sampark Kranti,SBC,Bangalore,CSMT,Mumbai CST,1AC,GN,2,2,4,0,71,96.65,83.24,20.78,94.21
15910,Avadh Assam Express,ADI,Ahmedabad,AGTL,Agartala,1AC,TQ,3,4,10,0,189,60.92,59.75,44.4,57.71
15910,Avadh Assam Express,BBS,Bhubaneswar,PNBE,Patna,3AC,LD,5,4,7,0,126,89.08,70.06,30.68,87.59
12378,Padatik Express,BSB,Varanasi,CSMT,Mumbai CST,1AC,LD,3,0,8,1,20,87.75,100.0,2.03,91.26
12345,Saraighat Express,NDLS,New Delhi,VSKP,Visakhapatnam,SL,GN,0,3,10,0,164,78.81,46.02,52.24,76.31
15910,Avadh Assam Express,KOAA,Kolkata,BBS,Bhubaneswar,SL,TQ,0,5,6,0,29,93.56,84.98,19.14,88.96
12001,Shatabdi Express,BSB,Varanasi,HWH,Howrah,1AC,GN,0,0,7,1,120,71.76,59.53,37.23,76.1
15910,Avadh Assam Express,SCL,Silchar,GHY,Guwahati,SL,TQ,6,1,1,0,30,77.19,100.0,2.63,73.79
12505,North East Express,RNC,Ranchi,HWH,Howrah,SL,LD,3,3,6,0,30,63.6,90.96,9.39,62.89
15666,BG Express,HWH,Howrah,MAS,Chennai Central,3AC,TQ,2,4,4,0,42,61.76,99.58,0.0,58.73
12505,North East Express,RNC,Ranchi,SCL,Silchar,3AC,TQ,5,3,8,1,190,79.43,63.65,36.36,81.85
12505,North East Express,MAS,Chennai Central,SBC,Bangalore,2AC,TQ,5,3,4,1,10,81.64,100.0,0.0,81.02
12001,Shatabdi Express,KOAA,Kolkata,PNBE,Patna,1AC,TQ,7,5,7,1,8,63.25,100.0,0.0,66.61
15910,Avadh Assam Express,VSKP,Visakhapatnam,SBC,Bangalore,SL,TQ,2,2,8,1,4,86.03,100.0,0.09,85.54
12423,Rajdhani Express,SBC,Bangalore,HWH,Howrah,1AC,LD,0,4,1,0,11,98.12,89.77,6.27,94.9
12345,Saraighat Express,SBC,Bangalore,ADI,Ahmedabad,1AC,LD,7,3,3,0,111,83.41,81.2,21.1,79.7
15910,Avadh Assam Express,ADI,Ahmedabad,JP,Jaipur,1AC,GN,3,1,8,1,91,67.16,75.18,26.25,70.35
15910,Avadh Assam Express,DBRG,Dibrugarh,NDLS,New Delhi,3AC,TQ,5,1,12,0,59,62.19,91.23,5.17,67.17
12378,Padatik Express,CSMT,Mumbai CST,MAS,Chennai Central,3AC,GN,2,2,3,0,77,92.16,79.95,17.36,91.95
12423,Rajdhani Express,NDLS,New Delhi,SBC,Bangalore,3AC,TQ,6,2,2,1,114,70.5,79.21,18.59,75.37
15910,Avadh Assam Express,CSMT,Mumbai CST,NDLS,New Delhi,1AC,LD,5,4,11,1,22,93.48,100.0,0.0,97.12
12501,Poorvottar Sampark Kranti,NDLS,New Delhi,JP,Jaipur,SL,GN,7,5,8,0,54,61.14,95.11,2.02,59.78
12423,Rajdhani Express,PNBE,Patna,SBC,Bangalore,2AC,TQ,5,6,9,0,134,77.9,81.09,23.29,77.21
12345,Saraighat Express,DBRG,Dibrugarh,SCL,Silchar,SL,TQ,7,3,3,0,121,70.51,80.24,16.19,66.44
12423,Rajdhani Express,JP,Jaipur,AGTL,Agartala,3AC,TQ,1,2,3,1,182,66.94,54.36,48.65,65.32
15960,Kanchanjunga Express,DBRG,Dibrugarh,RNC,Ranchi,3AC,LD,5,5,12,1,103,88.23,83.19,20.96,85.21
15644,Kamakhya Express,PNBE,Patna,HWH,Howrah,3AC,LD,3,6,6,0,88,86.21,79.16,22.12,89.37
12501,Poorvottar Sampark Kranti,MAS,Chennai Central,KOAA,Kolkata,1AC,GN,6,4,3,1,181,68.27,69.98,32.21,68.24
12001,Shatabdi Express,SCL,Silchar,SBC,Bangalore,3AC,GN,4,4,10,1,46,69.91,97.15,6.14,67.9
15960,Kanchanjunga Express,MAS,Chennai Central,GHY,Guwahati,2AC,GN,5,5,10,0,6,72.63,100.0,0.33,71.87
12001,Shatabdi Express,AGTL,Agartala,JP,Jaipur,2AC,TQ,2,6,2,0,164,87.24,55.12,42.19,87.85
12378,Padatik Express,NDLS,New Delhi,VSKP,Visakhapatnam,SL,GN,5,0,2,1,93,87.65,94.45,4.14,89.73
12501,Poorvottar Sampark Kranti,PNBE,Patna,BSB,Varanasi,2AC,LD,4,1,9,0,55,95.26,100.0,0.0,96.82
12378,Padatik Express,BSB,Varanasi,SBC,Bangalore,SL,TQ,3,2,7,1,160,61.14,54.61,43.9,56.26
12001,Shatabdi Express,GHY,Guwahati,VSKP,Visakhapatnam,3AC,GN,3,4,2,1,193,68.64,54.21,50.42,63.68
12423,Rajdhani Express,HWH,Howrah,JP,Jaipur,2AC,GN,3,1,7,0,53,93.82,99.89,0.0,95.88
12345,Saraighat Express,BBS,Bhubaneswar,PNBE,Patna,3AC,TQ,3,0,9,0,167,63.9,53.02,48.49,65.15
12378,Padatik Express,BSB,Varanasi,CSMT,Mumbai CST,2AC,TQ,1,0,2,0,86,98.38,82.16,15.99,102.77
12501,Poorvottar Sampark Kranti,SDAH,Sealdah,NDLS,New Delhi,3AC,GN,2,0,9,1,5,92.14,100.0,0.0,95.65
